Genome Name,Study,Region,Country,Site,Cluster,Year,Mortality,N50,contig_count,total_size,resistance_score,ST,K_locus,K_type,K_locus_confidence,O_locus,O_type,O_locus_confidence,O_genotype,O_locus_variant
K112334,Kilifi,Eastern Africa,Kenya,50,Kilifi37,2021,0,421164,94,5389259,1,ST469,KL139,unknown (KL139),Typeable,O3b,O3b,Typeable,O3b,O3b
K112502,NeoBAC,Eastern Africa,Kenya,51,Mbagathi38,2021,0,213412,107,5470301,1,ST39,KL23,K23,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K112529,NeoBAC,Eastern Africa,Kenya,51,Mbagathi38,2021,1,207676,130,5708816,1,ST39,KL23,K23,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K113225,NeoBAC,Eastern Africa,Kenya,51,Mbagathi39,2021,1,207778,120,5572914,1,ST39,KL23,K23,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K113298,Kilifi,Eastern Africa,Kenya,50,Kilifi40,2021,1,319329,96,5479193,1,ST45,KL20,K20,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
K113295,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital41,2021,0,382900,105,5393775,1,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K113415,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2021,0,260997,206,5829175,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113447,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,266905,140,5668796,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113452,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,260853,222,5823281,0,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113456,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,1,103206,487,5787564,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113458,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,1,231623,162,5670604,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113459,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,266781,151,5670118,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113474,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,266781,149,5636523,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113528,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,1,342253,110,5404309,0,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113529,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,260997,217,5831215,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113530,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,1,260997,209,5830340,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113533,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,266905,156,5670707,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113534,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,1,260637,219,5824143,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113535,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,1,260997,154,5671061,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113538,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,260997,167,5670817,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113557,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,246746,210,5831869,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113558,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,302508,145,5669081,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113559,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,302531,158,5670564,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113573,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,1,275737,151,5669881,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113574,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,1,322873,160,5670958,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113579,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,260997,158,5671244,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113443,Kilifi,Eastern Africa,Kenya,50,Kilifi43,2022,1,429905,63,5291968,1,ST234,KL30,K30,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K113617,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,260853,207,5826352,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113680,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,260853,154,5669907,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113682,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,328026,224,5831387,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113691,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,275739,166,5816516,1,ST6775,KL157,Capsule null,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113697,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,1,155773,375,5713613,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113698,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,152188,338,5681416,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113751,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,146279,317,5677574,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113752,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,183855,285,5582873,0,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113753,NeoBAC,Eastern Africa,Kenya,49,Kiambu sub-County Hospital42,2022,0,152289,309,5680426,1,ST6775,KL157,unknown (KL157),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K113974,Kilifi,Eastern Africa,Kenya,50,Kilifi44,2022,1,74956,598,6047773,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K114233,Kilifi,Eastern Africa,Kenya,50,Kilifi45,2022,1,206916,238,5623034,1,ST987,KL46,K46,Typeable,O3b,O3b,Typeable,O3b,O3b
K114426,NeoBAC,Eastern Africa,Kenya,51,Mbagathi46,2022,0,280172,116,5601674,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K114427,NeoBAC,Eastern Africa,Kenya,51,Mbagathi47,2022,0,265823,212,5589903,2,ST48,KL62,K62,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K115514,Kilifi,Eastern Africa,Kenya,50,Kilifi49,2022,0,206793,158,5387342,0,ST1109,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K115359,Kilifi,Eastern Africa,Kenya,50,Kilifi50,2022,1,268974,128,5126565,0,ST200,KL39,K39,Typeable,O3b,O3b,Typeable,O3b,O3b
K116433,Kilifi,Eastern Africa,Kenya,50,Kilifi51,2022,1,78319,225,5703329,1,ST307-1LV,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K117119,NeoBAC,Eastern Africa,Kenya,51,Mbagathi52,2022,1,174193,117,5599031,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117566,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,0,170475,195,5596811,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117570,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,0,45437,316,5604647,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117578,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,0,166037,198,5592756,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117581,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,1,277468,230,5619216,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117590,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,0,158542,186,5594401,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117662,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,0,20182,605,5592099,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117664,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,0,69268,278,5609874,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117666,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,0,198417,186,5591821,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117768,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,0,191536,302,5647167,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117577,NeoBAC,Eastern Africa,Kenya,51,Mbagathi55,2022,1,16107,726,5587041,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117942,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,1,211240,126,5600374,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117971,NeoBAC,Eastern Africa,Kenya,51,Mbagathi54,2022,0,141273,201,5590701,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117779,NeoBAC,Eastern Africa,Kenya,51,Mbagathi56,2022,1,280168,100,5597810,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K117956,Kilifi,Eastern Africa,Kenya,50,Kilifi57,2022,0,170083,232,5462434,1,ST610,KL55,K55,Typeable,O3/O3a,O3/O3a,Typeable,O3/O3a,O3/O3a
K118062,Kilifi,Eastern Africa,Kenya,50,Kilifi57,2022,0,182738,223,5546363,1,ST585,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
K118071,Kilifi,Eastern Africa,Kenya,50,Kilifi57,2022,0,108649,252,5540536,1,ST585,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
K117990,Kilifi,Eastern Africa,Kenya,50,Kilifi58,2022,1,64565,303,5539663,1,ST585,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
K117991,Kilifi,Eastern Africa,Kenya,50,Kilifi59,2022,1,17281,681,5536035,1,ST585,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
K118002,Kilifi,Eastern Africa,Kenya,50,Kilifi60,2022,0,94342,257,5544252,1,ST585,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
K118802,Kilifi,Eastern Africa,Kenya,50,Kilifi61,2023,0,146507,252,5541414,0,ST3794,KL16,K16,Typeable,O3b,O3b,Typeable,O3b,O3b
K120547,Kilifi,Eastern Africa,Kenya,50,Kilifi62,2023,0,135509,503,5762913,1,ST101,KL106,unknown (KL106),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K120784,Kilifi,Eastern Africa,Kenya,50,Kilifi64,2023,1,128685,385,5963026,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K120896,Kilifi,Eastern Africa,Kenya,50,Kilifi65,2023,1,45342,680,5995380,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K60308,Kilifi,Eastern Africa,Kenya,50,Kilifi82,2013,0,118610,213,5394401,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
K60695,Kilifi,Eastern Africa,Kenya,50,Kilifi83,2013,0,98372,241,5598183,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60726,Kilifi,Eastern Africa,Kenya,50,Kilifi85,2013,1,141421,202,5597998,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60733,Kilifi,Eastern Africa,Kenya,50,Kilifi86,2013,1,180611,196,5600560,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60739,Kilifi,Eastern Africa,Kenya,50,Kilifi86,2013,0,170150,187,5598371,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60826,Kilifi,Eastern Africa,Kenya,50,Kilifi86,2013,0,138493,206,5600373,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60827,Kilifi,Eastern Africa,Kenya,50,Kilifi86,2013,0,142302,210,5599500,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60883,Kilifi,Eastern Africa,Kenya,50,Kilifi86,2013,1,173537,177,5599105,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60914,Kilifi,Eastern Africa,Kenya,50,Kilifi86,2013,1,128640,224,5598771,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60930,Kilifi,Eastern Africa,Kenya,50,Kilifi86,2013,0,146813,210,5601938,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60737,Kilifi,Eastern Africa,Kenya,50,Kilifi87,2013,0,96834,241,5525265,1,ST336,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
K61157,Kilifi,Eastern Africa,Kenya,50,Kilifi88,2013,0,133231,223,5526065,1,ST336,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
K60953,Kilifi,Eastern Africa,Kenya,50,Kilifi89,2013,0,32545,430,5594831,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K60952,Kilifi,Eastern Africa,Kenya,50,Kilifi90,2013,1,62722,291,5595171,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K61271,Kilifi,Eastern Africa,Kenya,50,Kilifi91,2013,0,38394,518,5710311,1,ST405,KL151,unknown (KL151),Typeable,O4,O4,Typeable,O4,O4
K61918,Kilifi,Eastern Africa,Kenya,50,Kilifi92,2013,1,99357,263,5598352,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
K63004,Kilifi,Eastern Africa,Kenya,50,Kilifi94,2013,1,35334,417,5559810,1,ST17,KL25,K25,Typeable,O5,O5,Typeable,O5,O5
K63770,Kilifi,Eastern Africa,Kenya,50,Kilifi95,2013,0,179903,245,5421260,1,ST551,KL10,K10,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K64476,Kilifi,Eastern Africa,Kenya,50,Kilifi96,2014,0,152364,187,5421762,1,ST584,KL10,K10,Typeable,O3b,O3b,Typeable,O3b,O3b
K64602,Kilifi,Eastern Africa,Kenya,50,Kilifi98,2014,0,115533,299,5500559,1,ST6586,KL3,K3,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K64631,Kilifi,Eastern Africa,Kenya,50,Kilifi98,2014,0,185919,268,5544747,1,ST6586,KL3,K3,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K65002,Kilifi,Eastern Africa,Kenya,50,Kilifi100,2014,0,246111,295,5591632,1,ST560,KL9,K9,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K65516,Kilifi,Eastern Africa,Kenya,50,Kilifi102,2014,0,173097,342,5773657,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K65587,Kilifi,Eastern Africa,Kenya,50,Kilifi103,2014,1,123753,363,5482039,0,ST1800,KL109,unknown (KL109),Typeable,O4,O4,Typeable,O4,O4
K65614,Kilifi,Eastern Africa,Kenya,50,Kilifi104,2014,0,132434,279,5545157,1,ST280,KL23,K23,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K65830,Kilifi,Eastern Africa,Kenya,50,Kilifi105,2015,0,225585,226,5618832,1,ST17,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K65858,Kilifi,Eastern Africa,Kenya,50,Kilifi106,2015,0,127114,354,5582900,1,ST14,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K65881,Kilifi,Eastern Africa,Kenya,50,Kilifi106,2015,0,161178,402,5577809,1,ST14,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K65889,Kilifi,Eastern Africa,Kenya,50,Kilifi106,2015,0,161740,394,5582852,1,ST14,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K65885,Kilifi,Eastern Africa,Kenya,50,Kilifi107,2015,1,135197,214,5608491,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K65962,Kilifi,Eastern Africa,Kenya,50,Kilifi108,2015,0,187527,167,5469890,1,ST985,KL39,K39,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K65931,Kilifi,Eastern Africa,Kenya,50,Kilifi109,2015,1,142095,279,5613756,1,ST6788,KL105,unknown (KL105),Typeable,O3b,O3b,Typeable,O3b,O3b
K66013,Kilifi,Eastern Africa,Kenya,50,Kilifi110,2015,0,184182,241,5434494,0,ST37,KL15,K15,Typeable,O4,O4,Typeable,O4,O4
K66044,Kilifi,Eastern Africa,Kenya,50,Kilifi111,2015,1,173100,190,5471414,1,ST22,KL9,K9,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K66181,Kilifi,Eastern Africa,Kenya,50,Kilifi112,2015,1,161740,179,5525688,1,ST14,KL16,K16,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K66470,Kilifi,Eastern Africa,Kenya,50,Kilifi113,2015,0,138663,253,5506369,1,ST1427,KL67,K67,Typeable,OL13,O13,Typeable,O13,OL13
K66673,Kilifi,Eastern Africa,Kenya,50,Kilifi114,2015,0,167204,203,5458072,1,ST1777,KL111,unknown (KL111),Typeable,O3b,O3b,Typeable,O3b,O3b
K66721,Kilifi,Eastern Africa,Kenya,50,Kilifi115,2015,1,173305,194,5587738,1,ST14,KL2,K2,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K66722,Kilifi,Eastern Africa,Kenya,50,Kilifi116,2015,1,240887,178,5470151,1,ST482,KL18,K18,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K66761,Kilifi,Eastern Africa,Kenya,50,Kilifi117,2015,0,158112,401,5537635,1,ST1741,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K66762,Kilifi,Eastern Africa,Kenya,50,Kilifi117,2015,0,122859,505,5558918,1,ST1741,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K66778,Kilifi,Eastern Africa,Kenya,50,Kilifi117,2015,1,128379,357,5525314,1,ST1741,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K66793,Kilifi,Eastern Africa,Kenya,50,Kilifi117,2015,0,158015,453,5542276,1,ST1741,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K66840,Kilifi,Eastern Africa,Kenya,50,Kilifi117,2015,0,123995,419,5540167,1,ST1741,KL104,unknown (KL104),Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K66997,Kilifi,Eastern Africa,Kenya,50,Kilifi118,2015,0,134849,305,5288043,0,ST152,KL163,unknown (KL163),Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K67202,Kilifi,Eastern Africa,Kenya,50,Kilifi119,2016,0,174499,223,5544659,1,ST607,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K67403,Kilifi,Eastern Africa,Kenya,50,Kilifi120,2016,NA,98532,281,5337680,0,ST3140,KL141,unknown (KL141),Typeable,O4,O4,Typeable,O4,O4
K67467,Kilifi,Eastern Africa,Kenya,50,Kilifi121,2016,1,174448,214,5556433,1,ST607,KL25,K25,Typeable,O1/O2v1,O1ab,Typeable,O1.v1,O1 (O1/O2v1)
K67468,Kilifi,Eastern Africa,Kenya,50,Kilifi122,2016,1,227335,332,6020914,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K67480,Kilifi,Eastern Africa,Kenya,50,Kilifi122,2016,1,215822,327,6025802,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K67503,Kilifi,Eastern Africa,Kenya,50,Kilifi122,2016,1,129225,359,6016836,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K67469,Kilifi,Eastern Africa,Kenya,50,Kilifi123,2016,0,147294,340,5589012,1,ST1401,KL49,Capsule null,Typeable,OL13,O13,Typeable,O13,OL13
K67470,Kilifi,Eastern Africa,Kenya,50,Kilifi124,2016,1,230282,155,5637209,0,ST372,KL43,K43,Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K67635,Kilifi,Eastern Africa,Kenya,50,Kilifi125,2016,0,467148,92,5388651,1,ST101,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K67641,Kilifi,Eastern Africa,Kenya,50,Kilifi125,2016,0,468225,103,5429898,1,ST101,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K67645,Kilifi,Eastern Africa,Kenya,50,Kilifi125,2016,1,416425,99,5389206,1,ST101,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K67713,Kilifi,Eastern Africa,Kenya,50,Kilifi126,2016,1,119253,276,5394288,1,ST716,KL110,unknown (KL110),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K67756,Kilifi,Eastern Africa,Kenya,50,Kilifi127,2016,0,622512,142,5790567,1,ST394,KL3,K3,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K67759,Kilifi,Eastern Africa,Kenya,50,Kilifi127,2016,0,627371,163,5793437,1,ST394,KL3,K3,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K67762,Kilifi,Eastern Africa,Kenya,50,Kilifi127,2016,1,374568,165,5792047,1,ST394,KL3,K3,Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K67814,Kilifi,Eastern Africa,Kenya,50,Kilifi128,2016,1,461283,237,6055656,1,ST307,KL102,unknown (KL102),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K67865,Kilifi,Eastern Africa,Kenya,50,Kilifi129,2016,0,409955,103,5378873,1,ST101,KL2,K2,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K68009,Kilifi,Eastern Africa,Kenya,50,Kilifi130,2016,0,369677,114,5308465,0,ST1540,KL122,unknown (KL122),Typeable,O1/O2v2,O2afg,Typeable,O2afg,O2afg (O1/O2v2)
K68745,Kilifi,Eastern Africa,Kenya,50,Kilifi132,2016,1,591206,125,5427676,1,ST1296,KL105,unknown (KL105),Typeable,O3b,O3b,Typeable,O3b,O3b
K68879,Kilifi,Eastern Africa,Kenya,50,Kilifi133,2016,0,572532,142,5395641,0,ST1958,KL110,unknown (KL110),Typeable,O1/O2v1,O2a,Typeable,O2a,O2a (O1/O2v1)
K69564,Kilifi,Eastern Africa,Kenya,50,Kilifi134,2016,0,424622,178,5666383,1,ST29,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K69206,Kilifi,Eastern Africa,Kenya,50,Kilifi134,2016,1,377020,165,5664224,1,ST29,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K69687,Kilifi,Eastern Africa,Kenya,50,Kilifi134,2016,1,380792,190,5667793,1,ST29,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
K69728,Kilifi,Eastern Africa,Kenya,50,Kilifi134,2016,1,424622,168,5665343,1,ST29,KL19,K19,Typeable,O1/O2v2,O1ab,Typeable,O1.v2,O1 (O1/O2v2)
