Genome Name	Study	Region	Country	Cluster	neonatal	Year	N50	contig_count	total_size	resistance_score	K_locus	K_type	K_locus_confidence	O_locus	O_type	O_locus_confidence	species	ST	Mortality	O_genotype	Site	O_locus_variant	Cluster7	Cluster14	Cluster56	Cluster365	Cluster1SNP	Cluster2SNP	Cluster3SNP	Cluster5SNP	Cluster10SNP	Cluster15SNP	Cluster20SNP	Cluster25SNP	Cluster50SNP	BioSample
BL87914-IDRL-AKU_S101	AKU	Southern Asia	Pakistan	AKU69	neonate	2023	152312	253	5601359	2	KL81	K81	Typeable	OL13	O13	Typeable	Klebsiella pneumoniae	ST16	NA	O13	8	OL13	AKU83	AKU81	AKU65	AKU60	AKU81	AKU80	AKU80	AKU69	AKU69	AKU68	AKU68	AKU68	AKU67	SAMN48433951
BL79570-IDRL-AKU_S110	AKU	Southern Asia	Pakistan	AKU70	neonate	2023	121425	438	5836795	2	KL109	unknown (KL109)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST297-1LV	NA	O1⍺β,2β	8	O1 (O1/O2v2)	AKU73	AKU71	AKU66	AKU61	AKU71	AKU70	AKU70	AKU70	AKU70	AKU69	AKU69	AKU69	AKU68	SAMN48433939
BL79657-IDRL-AKU_S90	AKU	Southern Asia	Pakistan	AKU72	neonate	2023	73926	363	5633861	2	KL146	unknown (KL146)	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST1306	NA	O2⍺	12	O2a (O1/O2v1)	AKU75	AKU73	AKU68	AKU63	AKU73	AKU72	AKU72	AKU72	AKU72	AKU71	AKU71	AKU71	AKU70	SAMN48433941
BL80892-IDRL-AKU_S109	AKU	Southern Asia	Pakistan	AKU74	neonate	2023	185734	203	5670464	2	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	NA	O1⍺β,2β	8	O1 (O1/O2v2)	AKU77	AKU75	AKU70	AKU65	AKU75	AKU74	AKU74	AKU74	AKU74	AKU73	AKU73	AKU73	AKU72	SAMN48433943
BL82078-IDRL-AKU_S113	AKU	Southern Asia	Pakistan	AKU75	neonate	2023	137469	410	5544647	2	KL25	K25	Typeable	O5	O5	Typeable	Klebsiella pneumoniae	ST17	NA	O5	8	O5	AKU78	AKU76	AKU71	AKU26	AKU76	AKU75	AKU75	AKU75	AKU75	AKU74	AKU74	AKU74	AKU73	SAMN48433944
BL94387-IDRL-AKU_S120	AKU	Southern Asia	Pakistan	AKU82	neonate	2023	152205	295	5381312	2	KL36	K36	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST437	NA	O4	12	O4	AKU87	AKU85	AKU78	AKU72	AKU84	AKU83	AKU83	AKU82	AKU82	AKU81	AKU81	AKU81	AKU80	SAMN48433955
BL95328-IDRL-AKU_S99	AKU	Southern Asia	Pakistan	AKU86	neonate	2023	125591	410	5693111	2	KL112	Capsule null	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST15	NA	O1⍺β,2⍺	8	O1 (O1/O2v1)	AKU91	AKU89	AKU81	AKU75	AKU88	AKU87	AKU87	AKU86	AKU86	AKU85	AKU85	AKU85	AKU84	SAMN48433960
14_20107_S66_scaffolds_final	DH	Southern Asia	India	aiims6	neonate	2019	188397	216	5687772	2	KL112	unknown (KL112)	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST15	1	O1⍺β,2⍺	2	O1 (O1/O2v1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17055365
164_21181B2_S34_scaffolds_final	DH	Southern Asia	India	aiims7	neonate	2021	374596	52	5427336	1	KL145	unknown (KL145)	Typeable	OL103	OL103	Typeable	Klebsiella pneumoniae	ST1540	1	O10	2	OL103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066876
165_21178B2_S35_scaffolds_final	DH	Southern Asia	India	aiims7	neonate	2021	392037	55	5431951	1	KL145	unknown (KL145)	Typeable	OL103	OL103	Typeable	Klebsiella pneumoniae	ST1540	1	O10	2	OL103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17065938
166_21191B1_S36_scaffolds_final	DH	Southern Asia	India	aiims7	neonate	2021	374613	63	5426701	1	KL145	unknown (KL145)	Typeable	OL103	OL103	Typeable	Klebsiella pneumoniae	ST1540	0	O10	2	OL103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066824
167_21192B1_S13_scaffolds_final	DH	Southern Asia	India	aiims7	neonate	2021	360964	54	5425935	1	KL145	unknown (KL145)	Typeable	OL103	OL103	Typeable	Klebsiella pneumoniae	ST1540	0	O10	2	OL103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066752
169_21165B2_S39_scaffolds_final	DH	Southern Asia	India	aiims7	neonate	2021	316032	159	5490056	1	KL145	unknown (KL145)	Typeable	OL103	OL103	Typeable	Klebsiella pneumoniae	ST1540	0	O10	2	OL103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066872
171_21199B1_S41_scaffolds_final	DH	Southern Asia	India	aiims7	neonate	2021	322522	69	5447409	1	KL145	Capsule null	Typeable	OL103	OL103	Typeable	Klebsiella pneumoniae	ST1540	1	O10	2	OL103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066984
173_21216B3_S43_scaffolds_final	DH	Southern Asia	India	aiims8	neonate	2021	187396	83	5646992	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST1263	0	O3⍺/O3β	2	O3/O3a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066013
174_21272B2_S44_scaffolds_final	DH	Southern Asia	India	aiims8	neonate	2021	225841	80	5615514	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST1263	0	O3⍺/O3β	2	O3/O3a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17074685
175_21274B1_S45_00_scaffolds_final	DH	Southern Asia	India	aiims8	neonate	2021	178007	500	5911471	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST1263	0	O3⍺/O3β	2	O3/O3a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066835
176_21278B1_S46_scaffolds_final	DH	Southern Asia	India	aiims8	neonate	2021	187491	71	5609524	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST1263	0	O3⍺/O3β	2	O3/O3a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066094
179_21285B2_S11_scaffolds_final	DH	Southern Asia	India	aiims8	neonate	2021	239251	71	5610821	2	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST1263	1	O3⍺/O3β	2	O3/O3a	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066841
17_20167_S109_00_scaffolds_final	DH	Southern Asia	India	aiims9	neonate	2019	244371	500	5990945	3	KL51	K51	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST231	0	O1⍺β,2β	2	O1 (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17056103
191_21337B1-A_S13_scaffolds_final	DH	Southern Asia	India	aiims10	neonate	2021	247369	73	5558858	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	0	O4	2	O4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066853
194_21341B2_S64_scaffolds_final	DH	Southern Asia	India	aiims10	neonate	2021	365879	74	5585192	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	1	O4	2	O4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066865
195_21366B1_S65_scaffolds_final	DH	Southern Asia	India	aiims10	neonate	2021	306678	74	5585438	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	1	O4	2	O4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066883
197_21374B2_S67_scaffolds_final	DH	Southern Asia	India	aiims10	neonate	2021	281695	80	5589810	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	1	O4	2	O4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066509
198_21384B1_S68_scaffolds_final	DH	Southern Asia	India	aiims10	neonate	2021	281155	80	5591983	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	1	O4	2	O4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066816
235_21403B2_S17_scaffolds_final	DH	Southern Asia	India	aiims10	neonate	2022	172330	100	5571648	2	KL15	K15	Typeable	O4	O4	Typeable	Klebsiella pneumoniae	ST11	0	O4	2	O4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066854
217_20011_S80_scaffolds_final	DH	Southern Asia	India	aiims12	neonate	2019	257005	122	5615858	3	KL51	K51	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST231	1	O1⍺β,2β	2	O1 (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066723
4_20010_S56_scaffolds_final	DH	Southern Asia	India	aiims12	neonate	2019	284488	464	5847272	3	KL51	K51	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST231	1	O1⍺β,2β	2	O1 (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17055162
9_20049-A_S61_scaffolds_final	DH	Southern Asia	India	aiims12	neonate	2019	244371	99	5616415	3	KL51	K51	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST231	0	O1⍺β,2β	2	O1 (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17055208
230_21361B2_S30_scaffolds_final	DH	Southern Asia	India	aiims13	neonate	2021	199154	97	5420686	2	KL104	unknown (KL104)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1741	1	O1⍺β,2β	2	O1 (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17074683
231_21362B2_S31_scaffolds_final	DH	Southern Asia	India	aiims13	neonate	2021	172514	110	5418496	2	KL104	unknown (KL104)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1741	1	O1⍺β,2β	2	O1 (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066850
27_20539B1_S76_scaffolds_final	DH	Southern Asia	India	aiims16	neonate	2020	176675	119	5664795	1	KL10	K10	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST584	0	O3𝛾	2	O3b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17058708
28_20590B1_S77_scaffolds_final	DH	Southern Asia	India	aiims17	neonate	2020	357339	32	5527736	0	KL9	K9	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST560	1	O2β	2	O2afg (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17058711
41_20869B1_S90_scaffolds_final	DH	Southern Asia	India	aiims19	neonate	2021	358062	81	5661137	2	KL24	K24	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	0	O2⍺	2	O2a (O1/O2v1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066892
44_20909B1_S92_scaffolds_final	DH	Southern Asia	India	aiims19	neonate	2021	319578	95	5659188	2	KL24	K24	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	0	O2⍺	2	O2a (O1/O2v1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17059229
53_20994B1_S101_scaffolds_final	DH	Southern Asia	India	aiims20	neonate	2021	319578	88	5657245	2	KL24	K24	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	1	O2⍺	2	O2a (O1/O2v1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066888
54_20989B2_S102_scaffolds_final	DH	Southern Asia	India	aiims20	neonate	2021	289475	103	5667280	2	KL24	K24	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	1	O2⍺	2	O2a (O1/O2v1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17065718
55_21003B2_S103_scaffolds_final	DH	Southern Asia	India	aiims20	neonate	2021	319578	98	5668509	2	KL24	K24	Typeable	O1/O2v1	O2a	Typeable	Klebsiella pneumoniae	ST45	0	O2⍺	2	O2a (O1/O2v1)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17065706
56_21012B1_S104_scaffolds_final	DH	Southern Asia	India	aiims21	neonate	2021	281107	76	5496748	1	KL104	unknown (KL104)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1741	0	O1⍺β,2β	2	O1 (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17065707
57_21015B1_S105_scaffolds_final	DH	Southern Asia	India	aiims21	neonate	2021	281107	78	5499719	1	KL104	unknown (KL104)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1741	0	O1⍺β,2β	2	O1 (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066873
58_21017B1_S106_scaffolds_final	DH	Southern Asia	India	aiims21	neonate	2021	281375	76	5497787	1	KL104	unknown (KL104)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1741	0	O1⍺β,2β	2	O1 (O1/O2v2)	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	ERS17066858
FF31_01-0024-00.1	MBIRA	Southern Africa	South Africa	MB3	neonate	2021	192620	91	5264326	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	0	O1⍺β,2β	57	O1 (O1/O2v2)	MB3	MB3	MB3	MB3	MB3	MB3	MB3	MB3	MB3	MB3	MB3	MB3	MB3	SAMN48971824
FF31_01-0032-00-B.1	MBIRA	Southern Africa	South Africa	MB4	neonate	2021	161341	103	5611931	1	KL2	K2	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST39	0	O1⍺β,2⍺	57	O1 (O1/O2v1)	MB4	MB4	MB4	MB4	MB4	MB4	MB4	MB4	MB4	MB4	MB4	MB4	MB4	SAMN48971834
FF31_01-0057-00.1	MBIRA	Southern Africa	South Africa	MB7	neonate	2021	178375	112	5450411	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	0	O1⍺β,2β	57	O1 (O1/O2v2)	MB7	MB7	MB3	MB3	MB8	MB8	MB8	MB8	MB7	MB6	MB6	MB6	MB6	SAMN48971858
FF31_01-0062-00.1	MBIRA	Southern Africa	South Africa	MB7	neonate	2021	203974	86	5270554	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29	1	O1⍺β,2β	57	O1 (O1/O2v2)	MB9	MB7	MB3	MB3	MB10	MB8	MB8	MB8	MB7	MB6	MB6	MB6	MB6	SAMN48971864
FF31_01-0070-00.1	MBIRA	Southern Africa	South Africa	MB9	neonate	2021	300093	61	5483071	0	KL3	K3	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST225	0	O2β	57	O2afg (O1/O2v2)	MB10	MB9	MB8	MB7	MB11	MB10	MB10	MB10	MB9	MB8	MB8	MB8	MB8	SAMN48971868
FF31_01-0075-00.1	MBIRA	Southern Africa	South Africa	MB10	neonate	2021	12981	763	5381926	1	KL30	K30	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST29-1LV	0	O1⍺β,2β	57	O1 (O1/O2v2)	MB11	MB10	MB9	MB8	MB12	MB11	MB11	MB11	MB10	MB6	MB6	MB6	MB6	SAMN48971873
FF31_01-0108-00.1	MBIRA	Southern Africa	South Africa	MB13	neonate	2021	146974	95	5279327	0	KL19	K19	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST15	1	O1⍺β,2β	57	O1 (O1/O2v2)	MB14	MB13	MB11	MB10	MB15	MB14	MB14	MB14	MB13	MB11	MB11	MB11	MB11	SAMN48971904
FF31_01-0124-00.1	MBIRA	Southern Africa	South Africa	MB16	neonate	2021	224044	75	5280212	1	KL62	K62	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST48	0	O1⍺β,2⍺	57	O1 (O1/O2v1)	MB17	MB16	MB14	MB13	MB18	MB17	MB17	MB17	MB16	MB14	MB14	MB14	MB14	SAMN48971920
FF31_01-0125-00.1	MBIRA	Southern Africa	South Africa	MB17	neonate	2021	250826	74	5433843	0	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST433	0	O2β	57	O2afg (O1/O2v2)	MB18	MB17	MB15	MB14	MB19	MB18	MB18	MB18	MB17	MB15	MB15	MB15	MB15	SAMN48971921
FF31_01-0126-00.1	MBIRA	Southern Africa	South Africa	MB18	neonate	2021	171735	161	5702816	0	KL2	K2	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST1927	0	O1⍺β,2β	57	O1 (O1/O2v2)	MB19	MB18	MB16	MB6	MB20	MB19	MB19	MB19	MB18	MB16	MB16	MB16	MB16	SAMN48971922
FF33_06-0002-00	MBIRA	Western Africa	Ghana	MB27	neonate	2020	104470	109	5665654	2	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	54	O2afg (O1/O2v2)	MB28	MB27	MB25	MB21	MB29	MB28	MB28	MB28	MB27	MB25	MB25	MB25	MB25	SAMN48971990
FF33_06-0003-00	MBIRA	Western Africa	Ghana	MB28	neonate	2020	123542	79	5218210	0	KL35	K35	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST4860	0	O1⍺β,2β	54	O1 (O1/O2v2)	MB29	MB28	MB26	MB22	MB30	MB29	MB29	MB29	MB28	MB26	MB26	MB26	MB26	SAMN48971991
FF33_06-0013-00	MBIRA	Western Africa	Ghana	MB30	neonate	2021	113020	113	5644984	1	KL2	K2	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST39	0	O1⍺β,2⍺	54	O1 (O1/O2v1)	MB31	MB30	MB28	MB24	MB32	MB31	MB31	MB31	MB30	MB28	MB28	MB28	MB28	SAMN48971999
FF33_06-0029-00	MBIRA	Western Africa	Ghana	MB32	neonate	2021	96711	121	5609491	1	KL3	K3	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST13	0	O1⍺β,2β	54	O1 (O1/O2v2)	MB33	MB32	MB30	MB26	MB34	MB33	MB33	MB33	MB32	MB30	MB30	MB30	MB30	SAMN48972012
FF33_06-0035-00	MBIRA	Western Africa	Ghana	MB33	neonate	2021	77721	157	5806885	2	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	54	O2afg (O1/O2v2)	MB34	MB33	MB31	MB21	MB35	MB34	MB34	MB34	MB33	MB31	MB31	MB31	MB31	SAMN48972018
FF33_06-0039-00	MBIRA	Western Africa	Ghana	MB33	neonate	2021	161931	78	5476809	2	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	54	O2afg (O1/O2v2)	MB35	MB34	MB31	MB21	MB36	MB35	MB35	MB34	MB33	MB31	MB31	MB31	MB31	SAMN48972021
FF33_06-0046-00	MBIRA	Western Africa	Ghana	MB33	neonate	2021	89744	120	5711419	2	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	54	O2afg (O1/O2v2)	MB38	MB37	MB31	MB21	MB39	MB38	MB38	MB34	MB33	MB31	MB31	MB31	MB31	SAMN48972028
FF33_06-0047-00	MBIRA	Western Africa	Ghana	MB33	neonate	2021	96236	123	5710860	2	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	0	O2β	54	O2afg (O1/O2v2)	MB38	MB37	MB31	MB21	MB40	MB39	MB39	MB34	MB33	MB31	MB31	MB31	MB31	SAMN48972029
FF33_06-0045-00	MBIRA	Western Africa	Ghana	MB35	neonate	2021	124615	79	5230351	0	KL127	unknown (KL127)	Typeable	OL13	O13	Typeable	Klebsiella pneumoniae	ST161	0	O13	54	OL13	MB37	MB36	MB33	MB28	MB38	MB37	MB37	MB36	MB35	MB33	MB33	MB33	MB33	SAMN48972027
FF33_06-0056-00	MBIRA	Western Africa	Ghana	MB33	neonate	2021	86564	126	5666859	2	KL102	unknown (KL102)	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST307	1	O2β	54	O2afg (O1/O2v2)	MB40	MB39	MB31	MB21	MB42	MB41	MB41	MB34	MB33	MB31	MB31	MB31	MB31	SAMN48972038
FF33_06-0063-00	MBIRA	Western Africa	Ghana	MB37	neonate	2021	45850	244	5495571	1	KL19	K19	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST15	1	O1⍺β,2β	54	O1 (O1/O2v2)	MB41	MB40	MB35	MB30	MB43	MB42	MB42	MB38	MB37	MB35	MB35	MB35	MB35	SAMN48972043
FF33_06-0071-00	MBIRA	Western Africa	Ghana	MB38	neonate	2021	53901	201	5536288	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	1	O1⍺β,2⍺	54	O1 (O1/O2v1)	MB42	MB41	MB36	MB31	MB44	MB43	MB43	MB39	MB38	MB36	MB36	MB36	MB36	SAMN48972049
FF33_06-0078-00	MBIRA	Western Africa	Ghana	MB38	neonate	2021	108869	106	5548767	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	1	O1⍺β,2⍺	54	O1 (O1/O2v1)	MB44	MB43	MB36	MB31	MB44	MB43	MB43	MB39	MB38	MB36	MB36	MB36	MB36	SAMN48972056
FF33_06-0077-00	MBIRA	Western Africa	Ghana	MB39	neonate	2021	41963	256	5468016	1	KL18	K18	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST967	0	O1⍺β,2β	54	O1 (O1/O2v2)	MB43	MB42	MB37	MB32	MB45	MB44	MB44	MB40	MB39	MB37	MB37	MB37	MB37	SAMN48972055
FF33_06-0083-00	MBIRA	Western Africa	Ghana	MB38	neonate	2021	112467	105	5549206	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	1	O1⍺β,2⍺	54	O1 (O1/O2v1)	MB45	MB44	MB36	MB31	MB44	MB43	MB43	MB39	MB38	MB36	MB36	MB36	MB36	SAMN48972062
FF33_06-0084-00	MBIRA	Western Africa	Ghana	MB38	neonate	2021	95559	114	5542266	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	1	O1⍺β,2⍺	54	O1 (O1/O2v1)	MB45	MB44	MB36	MB31	MB44	MB43	MB43	MB39	MB38	MB36	MB36	MB36	MB36	SAMN48972063
FF33_06-0096-00	MBIRA	Western Africa	Ghana	MB38	neonate	2021	77800	128	5540566	1	KL17	K17	Typeable	O1/O2v1	O1ab	Typeable	Klebsiella pneumoniae	ST101	1	O1⍺β,2⍺	54	O1 (O1/O2v1)	MB46	MB44	MB36	MB31	MB44	MB43	MB43	MB39	MB38	MB36	MB36	MB36	MB36	SAMN48972073
FF33_06-0097-00	MBIRA	Western Africa	Ghana	MB40	neonate	2021	218508	66	5279019	0	KL21	K21	Typeable	O3b	O3b	Typeable	Klebsiella pneumoniae	ST323	1	O3𝛾	54	O3b	MB47	MB45	MB38	MB33	MB46	MB45	MB45	MB41	MB40	MB38	MB38	MB38	MB38	SAMN48972074
FF33_06-0103-00	MBIRA	Western Africa	Ghana	MB41	neonate	2021	142405	95	5591157	1	KL3	K3	Typeable	O1/O2v2	O2afg	Typeable	Klebsiella pneumoniae	ST394	1	O2β	54	O2afg (O1/O2v2)	MB48	MB46	MB39	MB34	MB47	MB46	MB46	MB42	MB41	MB39	MB39	MB39	MB39	SAMN48972080
FF33_06-0122-00	MBIRA	Western Africa	Ghana	MB42	neonate	2021	146178	98	5318857	0	KL169	unknown (KL169)	Typeable	OL104	OL104	Typeable	Klebsiella pneumoniae	ST17	1	O15	54	OL104	MB49	MB47	MB40	MB35	MB48	MB47	MB47	MB43	MB42	MB40	MB40	MB40	MB40	SAMN48972095
FF33_06-0126-00	MBIRA	Western Africa	Ghana	MB43	neonate	2021	114640	85	5687599	1	KL39	K39	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST985	1	O1⍺β,2β	54	O1 (O1/O2v2)	MB50	MB48	MB41	MB36	MB49	MB48	MB48	MB44	MB43	MB41	MB41	MB41	MB41	SAMN48972099
FF33_06-0130-00	MBIRA	Western Africa	Ghana	MB44	neonate	2021	73144	152	5566668	2	KL122	unknown (KL122)	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST13	1	O1⍺β,2β	54	O1 (O1/O2v2)	MB51	MB49	MB42	MB37	MB50	MB49	MB49	MB45	MB44	MB42	MB42	MB42	MB42	SAMN48972101
FF33_06-0131-00-A	MBIRA	Western Africa	Ghana	MB45	neonate	2021	105742	116	5422387	1	KL62	K62	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST530	0	O1⍺β,2β	54	O1 (O1/O2v2)	MB52	MB50	MB43	MB38	MB51	MB50	MB50	MB46	MB45	MB43	MB43	MB43	MB43	SAMN48972102
FF33_06-0131-00-B	MBIRA	Western Africa	Ghana	MB45	neonate	2021	131706	104	5425619	1	KL62	K62	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST530	0	O1⍺β,2β	54	O1 (O1/O2v2)	MB52	MB50	MB43	MB38	MB51	MB50	MB50	MB46	MB45	MB43	MB43	MB43	MB43	SAMN48972103
FF33_06-0132-00	MBIRA	Western Africa	Ghana	MB46	neonate	2021	86594	136	5534324	1	KL2	K2	Typeable	O1/O2v2	O1ab	Typeable	Klebsiella pneumoniae	ST25	1	O1⍺β,2β	54	O1 (O1/O2v2)	MB53	MB51	MB44	MB39	MB52	MB51	MB51	MB47	MB46	MB44	MB44	MB44	MB44	SAMN48972105
FF33_06-0133-00	MBIRA	Western Africa	Ghana	MB47	neonate	2021	103734	167	5584815	1	KL10	K10	Typeable	O3/O3a	O3/O3a	Typeable	Klebsiella pneumoniae	ST147	1	O3⍺/O3β	54	O3/O3a	MB54	MB52	MB45	MB40	MB53	MB52	MB52	MB48	MB47	MB45	MB45	MB45	MB45	SAMN48972106
